# wl,abs, wl,em
443,3.883923,653,2.014468
444,4.117791,654,1.825234
445,4.370026,655,1.807687
446,4.647974,656,1.710427
447,4.935717,657,1.630564
448,5.206318,658,1.528535
449,5.479368,659,1.423505
450,5.757316,660,1.274081
451,6.059753,661,1.268456
452,6.341374,662,1.112864
453,6.625444,663,1.16972
454,6.87523,664,0.943028
455,7.154402,665,0.9991269
456,7.444594,666,0.8543701
457,7.7054,667,0.7512335
458,7.97845,668,0.7146454
459,8.278438,669,0.6535461
460,8.573527,670,0.5908548
461,8.900454,671,0.5981415
462,9.260439,672,0.4360586
463,9.663279,673,0.3924468
464,10.11387,674,0.3229371
465,10.62189,,
466,11.20362,,
467,11.88686,,
468,12.59336,,
469,13.38068,,
470,14.27085,,
471,15.24795,,
472,16.29974,,
473,17.44582,,
474,18.65434,,
475,19.92653
476,21.23546
477,22.55296
478,23.89249
479,25.26509
480,26.55565
481,27.79723
482,28.92494
483,29.95592
484,30.83384
485,31.55014
486,32.11338
487,32.51867
488,32.76478
489,32.8958
490,32.92151
491,32.93866
492,32.91172
493,32.90437
494,32.97171
495,33.12722
496,33.4468
497,33.94514
498,34.64307
499,35.56508
500,36.76993
501,38.27477
502,39.98531
503,42.0289
504,44.35778
505,47.01114
506,49.88735
507,53.08436
508,56.53361
509,60.28162
510,64.25371
511,68.45721
512,72.81866
513,77.07359
514,81.37872
515,85.53692
516,89.47594
517,92.8909
518,95.85895
519,98.04947
520,99.49296
521,100
522,99.53961
523,98.05436
524,95.64467
525,92.16358
526,87.86213
527,82.72928
528,77.18991
529,71.102
530,64.83764
531,58.4168
532,52.22603
533,46.1222
534,40.38937
535,35.19407
536,30.45059
537,26.12832
538,22.21868
539,18.88821
540,15.9067
541,13.35864
542,11.13493
543,9.292274
544,7.710297
545,6.383005
546,5.295702
547,4.392066
548,3.630464
549,3.006
550,2.497857
551,2.090119
552,1.752173
553,1.468103
554,1.220767
555,1.019958
556,0.8644545
557,0.7358884
558,0.6391576
559,0.5509979
560,0.4652871
561,0.3967185
562,0.3575364
563,0.3195788
564,0.2889678
565,0.2608057
566,0.233868
567,0.2326436
568,0.2118281
569,0.1885637
570,0.1824415
571,0.1799927
572,0.1799927
573,0.1579527
574,0.1395861
575,0.1371373
576,0.1469328
577,0.1236684
578,0.1322395
579,0.1359128
580,0.1285662
581,0.1187707
582,0.1187707
583,0.1261173
584,0.1187707
585,0.1150973
586,0.1212195
587,0.1175462
588,0.122444
589,0.1297906
590,0.1261173
591,0.1175462
592,0.1175462
593,0.122444
594,0.1285662
595,0.1248929
596,0.1212195
597,0.1261173
598,0.1175462
599,0.1322395
600,0.1493817
Data Copyright MP Inc.
