# wl,abs, wl,em
374,1.821749,554,40.78645
375,1.849776,555,39.60044
376,1.877803,556,38.78099
377,1.877803,557,37.89629
378,1.919843,558,36.59706
379,1.961883,559,35.75075
380,1.961883,560,34.76817
381,1.975897,561,33.87196
382,1.975897,562,32.88171
383,1.975897,563,31.98357
384,2.017937,564,30.88777
385,2.045964,565,30.08175
386,2.017937,566,29.02625
387,1.98991,567,28.21832
388,1.975897,568,27.25109
389,1.933856,569,26.44507
390,1.933856,570,25.3723
391,1.933856,571,24.53942
392,1.90583,572,23.67966
393,1.891816,573,22.74699
394,1.849776,574,22.05803
395,1.835762,575,21.11768
396,1.821749,576,20.53236
397,1.849776,577,19.70907
398,1.863789,578,18.96062
399,1.863789,579,18.22657
400,1.90583,580,17.54779
401,1.90583,581,16.92178
402,1.933856,582,16.16182
403,1.961883,583,15.55385
404,2.017937,584,14.89522
405,2.073991,585,14.42101
406,2.088004,586,13.88501
407,2.130045,587,13.29796
408,2.186099,588,12.78748
409,2.228139,589,12.44646
410,2.284193,590,11.88071
411,2.368273,591,11.44354
412,2.424327,592,11.08352
413,2.536435,593,10.5692
414,2.648543,594,10.18347
415,2.746637,595,9.870846
416,2.900785,596,9.456322
417,3.040919,597,9.119521
418,3.195067,598,8.782721
419,3.405269,599,8.471828
420,3.573431,600,8.186843
421,3.755605,601,7.927766
422,4.049888,602,7.53915
423,4.274103,603,7.357795
424,4.498318,604,7.099102
425,4.848655,605,6.864205
426,5.100897,606,6.577109
427,5.367153,607,6.342212
428,5.773543,608,6.133415
429,6.081839,609,5.846319
430,6.404148,610,5.663621
431,6.838565,611,5.521225
432,7.174888,612,5.337184
433,7.51121,613,5.126852
434,8.001682,614,4.969103
435,8.380045,615,4.793506
436,8.758409,616,4.608121
437,9.346972,617,4.508137
438,9.795403,618,4.321409
439,10.27186,619,4.081331
440,11.01457,620,3.949489
441,11.58913,621,3.868888
442,12.20572,622,3.680049
443,13.14462,623,3.544753
444,13.90135,624,3.48814
445,14.70011,625,3.351884
446,15.90527,626,3.210831
447,16.85818,627,3.09511
448,17.85314,628,2.984571
449,19.2685,629,2.949643
450,20.34753,630,2.717817
451,21.4546,631,2.736432
452,23.01009,632,2.613034
453,24.17321,633,2.471022
454,25.33632,634,2.37334
455,26.93386,635,2.302909
456,28.11099,636,2.260305
457,29.2741,637,2.216934
458,30.80157,638,2.114071
459,31.88061,639,2.039226
460,32.93161,640,1.903738
461,34.29092,641,1.886083
462,35.24384,642,1.777654
463,36.15471,643,1.769786
464,37.38789,644,1.719506
465,38.28476,645,1.63756
466,39.20964,646,1.585553
467,40.48486,647,1.510709
468,41.47982,648,1.488255
469,42.55886,649,1.369847
470,44.15639,650,1.378099
471,45.45964,651,1.297306
472,46.90303,652,1.272357
473,49.15919,653,1.287326
474,51.02298,654,1.19521
475,53.09697,655,1.141859
476,56.23599,656,1.148384
477,58.81446,657,1.161434
478,61.54709,658,1.167959
479,65.56895,659,1.007331
480,68.6519,660,1.018462
481,71.83296,661,1.029592
482,76.34529,662,0.9280725
483,79.63845,663,0.8658939
484,82.86155,664,0.8751055
485,87.00953,665,0.8843172
486,89.81223,666,0.8562984
487,92.37669,667,0.8651263
488,95.40359,668,0.7979581
489,97.19731,669,0.7292547
490,98.59866,670,0.7365472
491,99.74776,671,0.7438397
492,100,672,0.7150533
493,99.71973,673,0.7219621
494,98.40247,674,0.688378
495,96.7769,,
496,94.59081,,
497,90.70908,,
498,87.31783,,
499,83.49215,,
500,77.57848,,
501,72.91199,,
502,68.06334,,
503,61.19675,,
504,56.19395,,
505,51.34529,,
506,44.95516,,
507,40.55494
508,36.40695
509,31.08184
510,27.53644
511,24.24327
512,20.2074
513,17.61491
514,15.30269
515,12.55605
516,10.8324
517,9.318946
518,7.553251
519,6.432175
520,5.493274
521,4.442265
522,3.797646
523,3.237108
524,2.606502
525,2.214125
526,1.877803
527,1.513453
528,1.275224
529,1.079036
530,0.8548206
531,0.742713
532,0.6165919
533,0.4764574
534,0.4063901
535,0.3363229
536,0.2382287
537,0.1821749
538,0.1401345
539,8.41E-02
540,7.01E-02
541,5.61E-02
542,0.0280269
543,0.0280269
544,0
545,-1.40E-02
546,-0.0280269
547,-0.0280269
548,-4.20E-02
549,-4.20E-02
550,-4.20E-02
Data Copyright MP Inc.
