# wl,abs, wl,em
420,4.029739,555,51.44255
421,4.138764,556,50.23714
422,4.317738,557,48.97532
423,4.487763,558,47.64383
424,4.663754,559,46.38808
425,4.893287,560,45.21831
426,5.139525,561,44.01522
427,5.389939,562,42.88552
428,5.624096,563,41.67775
429,5.92686,564,40.55598
430,6.256469,565,39.50385
431,6.547451,566,38.43277
432,6.899283,567,37.31297
433,7.23635,568,36.48148
434,7.607869,569,35.48012
435,8.070217,570,34.4752
436,8.439947,571,33.47589
437,8.914227,572,32.48068
438,9.322884,573,31.50249
439,9.831616,574,30.49672
440,10.32514,575,29.57596
441,10.8367,576,28.6446
442,11.33649,577,27.97006
443,11.93142,578,27.06885
444,12.49832,579,26.21316
445,13.10534,580,25.23585
446,13.74517,581,24.69149
447,14.4029,582,23.89572
448,15.13371,583,23.06679
449,15.88525,584,22.32218
450,16.66975,585,21.44872
451,17.51257,586,20.74473
452,18.44308,587,19.98719
453,19.46338,588,19.32641
454,20.48189,589,18.49197
455,21.62001,590,17.79008
456,22.82346,591,17.15913
457,24.08522,592,16.64178
458,25.40679,593,16.15647
459,26.89973,594,15.71349
460,28.37462,595,15.13024
461,29.94526,596,14.64205
462,31.52157,597,14.11934
463,33.21153,598,13.73091
464,34.90417,599,13.30188
465,36.60144,600,12.83214
466,38.30318,601,12.44411
467,40.03639,602,11.97314
468,41.71412,603,11.72531
469,43.42481,604,11.35883
470,45.09523,605,10.79103
471,46.7403,606,10.50681
472,48.35106,607,10.18412
473,49.90663,608,9.832627
474,51.39808,609,9.602722
475,52.90445,610,9.161045
476,54.31998,611,8.978951
477,55.6936,612,8.609796
478,57.01949,613,8.341068
479,58.35285,614,8.067651
480,59.65488,615,7.812916
481,61.00747,616,7.655219
482,62.3708,617,7.464256
483,63.90088,618,7.160134
484,65.47749,619,6.929363
485,67.19698,620,6.717235
486,69.05979,621,6.473023
487,71.17183,622,6.234134
488,73.37305,623,6.018418
489,75.83707,624,5.895879
490,78.37537,625,5.720288
491,81.10919,626,5.438672
492,83.785,627,5.289292
493,86.51866,628,5.157135
494,89.15868,629,4.977406
495,91.69861,630,4.753453
496,94.01766,631,4.631505
497,95.99249,632,4.485672
498,97.65545,633,4.352057
499,98.91408,634,4.162868
500,99.67188,635,4.018099
501,100,636,3.869783
502,99.7226,637,3.740346
503,98.95583,638,3.60413
504,97.65395,639,3.516945
505,95.89405,640,3.381635
506,93.56127,641,3.235251
507,90.79763,642,3.154806
508,87.61951,643,3.017013
509,84.06822,644,2.928016
510,80.25027,645,2.804176
511,76.22172,646,2.7406
512,72.09503,647,2.622672
513,67.79356,648,2.552042
514,63.45807,649,2.522284
515,59.19701,650,2.462098
516,55.00142,,
517,50.88503,,
518,46.73731,,
519,42.83882,,
520,39.05189,,
521,35.5188,,
522,32.07639,,
523,29.04279,,
524,26.08674,,
525,23.4172
526,20.94289
527,18.74152
528,16.63396
529,14.78769
530,13.09788
531,11.61225
532,10.24475
533,9.030709
534,7.952394
535,7.012633
536,6.170115
537,5.382631
538,4.684634
539,4.108935
540,3.571865
541,3.140837
542,2.735313
543,2.405703
544,2.065504
545,1.846411
546,1.554087
547,1.416725
548,1.179734
549,1.060418
550,0.9170905
551,0.8232785
552,0.7097794
553,0.6560874
554,0.554669
555,0.5294635
556,0.4636907
557,0.4457934
558,0.3369178
559,0.2772599
560,0.210294
561,0.1564527
562,0.1327388
563,9.98E-02
564,7.76E-02
565,3.28E-02
566,5.67E-02
567,-4.33E-03
568,1.04E-02
569,-2.52E-02
570,-1.34E-02
571,-4.01E-02
572,-2.83E-02
573,-7.14E-02
574,-4.62E-02
575,-5.95E-02
576,-6.56E-02
577,-0.1042521
578,-5.21E-02
579,-0.1088756
580,-9.08E-02
581,-0.1088756
582,-8.04E-02
583,-0.1088756
584,-0.1057436
585,-9.25E-02
586,-0.0894868
587,-0.126773
588,-0.1042521
589,-0.1357216
590,-0.1029098
591,-0.1178243
592,-9.53E-02
593,-0.1251324
594,-9.98E-02
595,-0.1222986
596,-0.1029098
597,-0.1461618
598,-0.1133499
599,-0.1236409
600,-0.1088756
601,-0.1133499
602,-0.1029098
603,-0.1475041
604,-0.1133499
605,-0.1491447
606,-0.1327388
607,-0.1445212
608,-0.1312473
609,-0.1594356
610,-0.1057436
611,-0.1416874
612,-0.1312473
613,-0.1430297
614,-0.1506361
615,-0.1372131
616,-0.1400468
617,-0.1445212
618,-0.1609271
619,-0.1475041
620,-0.1506361
621,-0.167042
622,-0.153619
623,-0.1445212
624,-0.1551104
625,-0.1430297
626,-0.1551104
627,-0.153619
628,-0.1372131
629,-0.1580933
630,-0.1385554
631,-0.1491447
632,-0.1594356
633,-0.1580933
634,-0.153619
635,-0.1715164
636,-0.1683843
637,-0.190756
638,-0.16391
639,-0.1683843
640,-0.1728587
641,-0.1683843
642,-0.1461618
643,-0.1654014
644,-0.1372131
645,-0.1715164
646,-0.1551104
647,-0.190756
648,-0.1564527
649,-0.1759907
650,-0.1609271
Data Copyright MP Inc.
